lab_x,lab_z,strain_xx,strain_yy,strain_xy,strain_error_xx,strain_error_yy,strain_error_xy
13.579754,-0.68046602,4.413500210594679e-06,-0.0003560313139439739,0.0003538638686904658,0.0001728220878423685,0.00018926219894934207,0.00017098551563609824
13.579754,0.72821793,0.00018017783231981518,-1.5753996423218505e-05,-4.1880374228356534e-05,5.0299922154170116e-05,5.508482158015424e-05,4.976538724519756e-05
13.579754,2.1369019,1.71969713414472e-06,0.00031131686128689013,0.00014776362139272571,0.00019862377647459937,0.00021751833442475895,0.00019651301093578648
13.579754,3.5453318,0.00031656123052461213,-6.626273104194894e-05,5.675806695942648e-05,9.728478304369076e-05,0.00010653922882829985,9.625094222597303e-05
13.579754,4.9540158,1.97208129591443e-05,0.0008025774670465483,0.0001854041424825749,0.00022753680807352728,0.0002491817867476087,0.0002251187851068925
13.579754,6.3626998,0.00035475664090875577,-0.00034276472963164694,0.0001779447476421647,5.754443376587047e-05,6.301848454571772e-05,5.693291177235282e-05
13.579754,7.7713837,0.00043935568395862986,0.00023975701707085062,-3.2212519543418214e-06,0.00015540084694897456,0.0001701837211858679,0.0001537494094508476
13.579754,9.1798137,0.0005580109889669647,-0.0003153975117960852,0.00023494469488584253,9.99957344002409e-05,0.00010950806586351422,9.8933084429387e-05
13.579754,10.588498,-0.000823894639172424,-0.0011974337400274967,0.00021483063710775696,0.0009908250059613229,0.0010850795852711357,0.0009802955551828753
11.515953,-30.261559,0.00030510332285360364,-0.0004966914755734471,-0.0011882626612014565,0.0005296450619821909,0.0005800288050275818,0.000524016548795528
11.515953,-28.852875,0.00022882013235785815,0.00019611534526089533,-0.00034639818766562586,0.0006509772129830433,0.0007129029647389638,0.0006440593087330938
11.515953,-27.444191,0.0014169401629633993,0.00013269335921525408,-0.00031215680520750274,0.00047570525361882943,0.0005209578444265974,0.0004706499562395067
11.515953,-26.035507,0.00032073829499657696,0.00010312867619191016,-0.000173959439603138,0.00022062200951143978,0.0002416092015674894,0.00021827746978415885
11.515953,-24.627077,0.0006455709077554088,3.263852161870118e-05,0.00024162417787010974,0.00027897207289089086,0.00030550995315476164,0.00027600744978196486
11.515953,-23.218393,0.000643422451636126,5.8517811984618766e-05,0.00029629914992239316,0.00022115755183347167,0.00024219568862300875,0.00021880732092302243
11.515953,-21.809709,0.0007601775093230433,-0.000291805245506762,-0.000151868741066143,0.00014661477303644553,0.000160561851149094,0.00014505670473330843
11.515953,-20.401025,0.0007029772819123132,-4.6004473010401174e-05,0.00011565715953024045,0.00017963025354945225,0.0001967180075716958,0.00017772133128631467
11.515953,-18.992595,0.0009384859990645335,-0.0002633555015807898,-2.5145063578546193e-05,9.324042924412943e-05,0.0001021101462787615,9.224956758424802e-05
